ID,RAJ2000,DEJ2000,w1,w1_err,h,h_err,k,k_err,Halpha_type,objtype_Hou,objtype_SIMBAD,Fe_type,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag
J064539.22+101725.2,101.41342,10.290341,12.05,0.024,12.208,0.027,12.167,0.025,II,HII-region,,,15.691,0.006,14.75,0.009,13.22,0.0,13.35,0.0,13.0,0.0,12.399,12.208,12.167,0.026,0.027,0.025
J064316.19+090521.1,100.81747,9.08921,11.397,0.022,11.633,0.026,11.557,0.026,II,HII-region,Star in Cluster,,15.574,0.006,13.502,0.003,12.6,0.0,12.8,0.0,12.37,0.0,11.825,11.633,11.557,0.027,0.026,0.026
J064311.75+085728.8,100.79899,8.9580187,10.861,0.023,11.116,0.027,10.949,0.024,II,HII-region,Star in Cluster,,15.805,0.006,13.085,0.003,12.57,0.0,12.75,0.0,12.26,0.0,11.352,11.116,10.949,0.029,0.027,0.024
J064323.28+090941.3,100.847,9.1614822,12.23,0.025,12.456,0.023,12.295,0.024,II,HII-region,,,16.325,0.006,14.468,0.003,13.66,0.0,13.83,0.0,13.37,0.0,12.616,12.456,12.295,0.024,0.023,0.024
J064530.82+090318.4,101.37845,9.0551332,12.39,0.024,12.464,0.024,12.435,0.021,II,HII-region,,,15.409,0.006,15.42,0.012,13.2,0.0,13.29,0.0,13.03,0.0,12.58,12.464,12.435,0.02,0.024,0.021
J064443.81+090204.1,101.18257,9.0344823,11.463,0.023,11.643,0.023,11.489,0.023,II,HII-region,,,15.687,0.006,15.734,0.013,12.83,0.0,13.08,0.0,12.61,0.0,11.897,11.643,11.489,0.021,0.023,0.023
J064500.89+090031.3,101.25372,9.0087018,11.698,0.023,12.488,0.052,12.357,0.049,II,HII-region,,,16.094,0.006,15.006,0.014,13.55,0.0,13.7,0.0,13.3,0.0,12.656,12.488,12.357,0.04,0.052,0.049
J064450.98+090442.6,101.21243,9.078524,12.441,0.024,12.58,0.028,12.487,0.03,II,HII-region,Star in Cluster,,15.778,0.007,15.582,0.014,13.42,0.0,13.55,0.0,13.25,0.0,12.76,12.58,12.487,0.024,0.028,0.03
J064831.90+093436.5,102.13294,9.5768325,12.503,0.023,12.682,0.027,12.575,0.027,II,HII-region,Star in Cluster,,15.423,0.005,15.467,0.012,13.33,0.0,13.48,0.0,13.26,0.0,12.762,12.682,12.575,0.026,0.027,0.027
J064708.66+091141.7,101.7861,9.1949378,12.411,0.023,12.541,0.022,12.478,0.027,II,HII-region,,,16.22,0.007,14.898,0.016,13.52,0.0,13.71,0.0,13.39,0.0,12.755,12.541,12.478,0.023,0.022,0.027
J064802.58+092259.8,102.01076,9.3832885,12.341,0.025,12.439,0.027,12.339,0.03,II,HII-region,,,15.53,0.006,13.775,0.004,13.18,0.0,13.29,0.0,13.05,0.0,12.591,12.439,12.339,0.026,0.027,0.03
J064755.87+100110.8,101.98281,10.019677,12.671,0.024,12.721,0.027,12.67,0.029,II,HII-region,,,15.583,0.005,14.303,0.003,13.65,0.0,13.85,0.0,13.48,0.0,12.97,12.721,12.67,0.023,0.027,0.029
J064729.66+104021.2,101.87362,10.672563,12.373,0.023,12.436,0.021,12.413,0.03,II,HII-region,Star in Cluster,,15.111,0.009,16.007,0.013,12.8,0.0,12.95,0.0,12.76,0.0,12.477,12.436,12.413,0.023,0.021,0.03
J064712.06+102249.9,101.80027,10.380528,12.815,0.023,12.944,0.027,12.911,0.033,II,HII-region,,,15.662,0.005,14.155,0.003,13.73,0.0,13.86,0.0,13.6,0.0,13.127,12.944,12.911,0.023,0.027,0.033
J064757.58+101202.1,101.98992,10.200603,12.628,0.024,12.759,0.025,12.647,0.026,II,HII-region,Star in Cluster,,15.438,0.005,14.445,0.009,13.33,0.0,13.45,0.0,13.24,0.0,12.827,12.759,12.647,0.023,0.025,0.026
J063655.02+092747.3,99.229276,9.4631647,12.197,0.023,12.464,0.024,12.359,0.024,II,HII-region,,,16.656,0.01,12.398,0.002,13.71,0.0,13.93,0.0,13.49,0.0,12.687,12.464,12.359,0.024,0.024,0.024
J063615.33+094204.7,99.063901,9.7013269,12.698,0.024,12.805,0.022,12.795,0.032,II,HII-region,,,16.1,0.01,15.24,0.007,13.65,0.0,13.77,0.0,13.48,0.0,12.988,12.805,12.795,0.024,0.022,0.032
J063646.81+094413.5,99.195077,9.7370918,12.268,0.024,12.379,0.026,12.314,0.031,II,HII-region,,,15.919,0.005,14.276,0.003,13.58,0.0,13.73,0.0,13.34,0.0,12.63,12.379,12.314,0.024,0.026,0.031
J063816.68+093715.8,99.56951,9.6210664,11.721,0.024,11.942,0.025,11.825,0.026,II,HII-region,,,15.999,0.008,14.073,0.002,13.13,0.0,13.32,0.0,12.89,0.0,12.171,11.942,11.825,0.024,0.025,0.026
J064411.80+113223.2,101.04917,11.539797,,,,,,,II,HII-region,,,15.577,0.005,14.013,0.003,13.41,0.0,13.56,0.0,13.22,0.0,12.7,12.535,12.421,0.028,0.03,0.032
J064507.00+113507.3,101.27919,11.585372,12.437,0.023,12.5,0.024,12.487,0.029,II,HII-region,,,15.147,0.004,14.317,0.01,13.35,0.0,13.45,0.0,13.14,0.0,12.673,12.5,12.487,0.026,0.024,0.029
J064405.51+112818.1,101.02299,11.471703,12.697,0.024,12.766,0.025,12.699,0.026,II,HII-region,,,15.515,0.005,14.023,0.003,13.56,0.0,13.69,0.0,13.39,0.0,12.952,12.766,12.699,0.027,0.025,0.026
J063922.91+103152.9,99.845479,10.531387,11.599,0.022,11.919,0.035,11.856,0.03,II,HII-region,,,15.211,0.006,13.688,0.004,12.72,0.0,12.95,0.0,12.54,0.0,12.051,11.919,11.856,0.029,0.035,0.03
J063902.72+103645.1,99.76137,10.612535,11.157,0.022,11.305,0.022,11.217,0.021,II,HII-region,Star in Cluster,,14.979,0.008,12.709,0.001,12.14,0.0,12.54,0.0,11.9,0.0,11.44,11.305,11.217,0.023,0.022,0.021
J063947.64+101800.2,99.948534,10.300074,12.59,0.023,12.72,0.023,12.639,0.029,II,HII-region,,,15.999,0.009,15.491,0.017,13.47,0.0,13.66,0.0,13.33,0.0,12.844,12.72,12.639,0.027,0.023,0.029
J063936.94+101131.1,99.903932,10.191984,11.043,0.023,11.421,0.024,11.217,0.024,II,HII-region,,,17.603,0.012,15.679,0.007,13.68,0.0,14.0,0.0,13.22,0.0,11.945,11.421,11.217,0.026,0.024,0.024
J063732.47+103105.1,99.385306,10.518097,12.614,0.024,12.744,0.022,12.628,0.034,II,HII-region,,,15.428,0.005,16.366,0.013,13.5,0.0,13.65,0.0,13.34,0.0,12.88,12.744,12.628,0.026,0.022,0.034
J063829.85+103236.3,99.624385,10.543422,11.748,0.023,11.927,0.022,11.831,0.023,II,HII-region,,,15.587,0.006,15.157,0.013,12.98,0.0,13.15,0.0,12.77,0.0,12.194,11.927,11.831,0.027,0.022,0.023
J064112.29+103330.9,100.30122,10.558608,11.706,0.024,11.995,0.026,11.842,0.024,II,HII-region,,,17.994,0.015,15.983,0.006,14.17,0.0,14.5,0.0,13.61,0.0,12.397,11.995,11.842,0.029,0.026,0.024
J064116.29+103832.0,100.31789,10.642248,11.745,0.022,12.067,0.023,11.859,0.024,II,HII-region,,,17.752,0.011,15.51,0.004,14.12,0.0,14.41,0.0,13.65,0.0,12.416,12.067,11.859,0.023,0.023,0.024
J064256.40+112525.3,100.73504,11.423697,11.734,0.023,11.877,0.022,11.776,0.024,II,HII-region,Star in Cluster,,14.937,0.004,13.357,0.001,12.72,0.0,12.83,0.0,12.51,0.0,12.014,11.877,11.776,0.023,0.022,0.024
J053640.53+275723.1,84.168877,27.956417,13.04,0.025,13.33,0.026,13.141,0.026,II,HII-region,,,18.502,0.014,16.697,0.004,15.38,0.0,15.68,0.0,14.92,0.0,13.76,13.33,13.141,0.023,0.026,0.026
J054006.15+291723.7,85.025638,29.289943,13.269,0.027,13.406,0.027,13.312,0.028,II,HII-region,,,17.093,0.008,15.42,0.004,14.69,0.0,14.85,0.0,14.35,0.0,13.64,13.406,13.312,0.023,0.027,0.028
J054420.08+285901.1,86.0837,28.983655,13.781,0.027,14.001,0.034,13.849,0.044,II,HII-region,,,18.255,0.013,16.578,0.004,15.59,0.01,15.84,0.01,15.22,0.01,14.333,14.001,13.849,0.023,0.034,0.044
J054407.54+285554.1,86.031452,28.93171,13.485,0.026,13.691,0.032,13.471,0.033,II,HII-region,,,17.589,0.01,15.849,0.004,15.1,0.0,15.27,0.0,14.72,0.0,13.961,13.691,13.471,0.024,0.032,0.033
J054335.49+285943.8,85.897914,28.99552,13.086,0.025,13.3,0.026,13.167,0.026,II,HII-region,,,17.299,0.008,15.69,0.004,14.76,0.0,14.98,0.0,14.42,0.0,13.55,13.3,13.167,0.021,0.026,0.026
J054352.71+290127.4,85.969643,29.024285,13.653,0.027,13.972,0.04,13.845,0.05,II,HII-region,,,17.672,0.01,15.959,0.004,15.23,0.0,15.38,0.0,14.92,0.0,14.208,13.972,13.845,0.034,0.04,0.05
J054457.44+290026.6,86.239341,29.007397,13.281,0.028,13.514,0.029,13.417,0.035,II,HII-region,,,17.216,0.008,15.573,0.004,14.81,0.0,14.99,0.0,14.51,0.0,13.791,13.514,13.417,0.022,0.029,0.035
J054508.72+283117.4,86.286365,28.52152,13.038,0.026,13.287,0.022,13.149,0.029,II,HII-region,,,17.505,0.009,15.76,0.004,14.85,0.0,15.01,0.0,14.45,0.0,13.585,13.287,13.149,0.023,0.022,0.029
J053633.36+284549.1,84.139035,28.763652,12.43,0.025,12.752,0.026,12.549,0.024,II,HII-region,,,17.788,0.011,15.759,0.004,14.66,0.0,14.87,0.0,14.18,0.0,13.02,12.752,12.549,0.021,0.026,0.024
J053719.24+284705.2,84.330199,28.784804,13.136,0.025,13.584,0.036,13.422,0.038,II,HII-region,,,18.212,0.013,16.359,0.004,15.35,0.0,15.53,0.0,14.87,0.0,13.909,13.584,13.422,0.033,0.036,0.038
J053613.79+284457.9,84.057489,28.749423,13.028,0.026,13.362,0.026,13.162,0.024,II,HII-region,,,18.266,0.014,16.268,0.004,15.25,0.0,15.44,0.0,14.77,0.0,13.658,13.362,13.162,0.023,0.026,0.024
J053700.04+284512.9,84.250202,28.753609,12.827,0.025,13.214,0.028,13.011,0.033,II,HII-region,,,18.421,0.014,16.419,0.004,15.23,0.0,15.47,0.0,14.72,0.0,13.555,13.214,13.011,0.028,0.028,0.033
J053545.47+284419.5,83.939491,28.738761,12.711,0.028,13.094,0.033,12.871,0.043,II,HII-region,,,18.879,0.018,16.823,0.004,15.36,0.0,15.67,0.0,14.84,0.0,13.552,13.094,12.871,0.028,0.033,0.043
J053534.27+281634.2,83.892797,28.276177,13.054,0.025,13.385,0.027,13.152,0.026,II,HII-region,,,18.217,0.013,16.244,0.004,15.22,0.0,15.4,0.0,14.77,0.0,13.685,13.385,13.152,0.024,0.027,0.026
J053832.99+313037.7,84.637488,31.510478,13.393,0.03,13.735,0.029,13.569,0.039,II,HII-region,,,18.177,0.015,16.418,0.004,15.42,0.0,15.64,0.0,15.01,0.0,14.111,13.735,13.569,0.027,0.029,0.039
J053822.91+285938.8,84.595463,28.994112,14.691,0.037,15.015,0.069,14.759,0.079,II,HII-region,,,20.385,0.048,18.311,0.007,17.09,0.02,17.29,0.01,16.53,0.01,15.314,15.015,14.759,0.042,0.069,0.079
J053738.27+285543.3,84.409471,28.928715,14.569,0.034,14.948,0.074,14.535,0.073,II,HII-region,,,20.449,0.05,18.304,0.007,16.96,0.01,17.17,0.01,16.43,0.01,15.264,14.948,14.535,0.037,0.074,0.073
J053639.20+285604.7,84.163343,28.934652,12.388,0.023,12.939,0.023,12.614,0.023,II,HII-region,,,22.486,0.189,19.478,0.012,16.92,0.01,17.42,0.01,16.06,0.01,13.833,12.939,12.614,0.022,0.023,0.023
J053816.44+283103.7,84.568534,28.517704,14.954,0.04,15.243,0.083,14.948,0.1,II,HII-region,,,20.383,0.044,18.371,0.007,17.24,0.01,17.45,0.01,16.71,0.01,15.592,15.243,14.948,0.05,0.083,0.1
J054532.46+283756.5,86.385285,28.632368,14.049,0.042,14.277,,14.294,0.066,II,HII-region,,,18.866,0.017,16.98,0.005,16.02,0.01,16.21,0.01,15.59,0.01,14.697,14.277,14.294,0.035,,0.066
J054155.64+310128.7,85.481836,31.02465,12.882,0.026,13.202,0.028,13.037,0.029,II,HII-region,,,17.698,0.012,15.802,0.004,14.88,0.0,15.08,0.0,14.49,0.0,13.509,13.202,13.037,0.024,0.028,0.029
J054224.56+305722.9,85.602363,30.956364,14.267,0.03,14.53,0.044,14.435,0.07,II,HII-region,,,18.908,0.022,17.011,0.005,16.04,0.01,16.2,0.0,15.68,0.01,14.786,14.53,14.435,0.031,0.044,0.07
J054138.50+312138.4,85.41042,31.360688,14.62,0.034,14.969,0.065,14.965,0.1,II,HII-region,,,19.966,0.038,17.98,0.006,16.89,0.01,17.09,0.01,16.43,0.01,15.279,14.969,14.965,0.043,0.065,0.1
J054221.82+305950.1,85.590949,30.997274,,,,,,,II,HII-region,,,20.592,0.063,18.381,0.007,17.16,0.01,17.33,0.01,16.67,0.01,15.583,15.07,15.025,0.056,0.071,0.106
J054205.18+310208.7,85.5216,31.03575,15.2,0.044,15.289,0.077,15.045,0.119,II,HII-region,,,19.792,0.037,17.981,0.006,16.95,0.01,17.12,0.01,16.54,0.01,15.657,15.289,15.045,0.056,0.077,0.119
J054159.25+310022.2,85.496908,31.006173,14.978,0.037,15.218,0.081,15.2,0.125,II,HII-region,,,19.984,0.043,18.292,0.007,17.04,0.01,17.31,0.01,16.66,0.01,15.741,15.218,15.2,0.061,0.081,0.125
J054145.76+305731.4,85.440668,30.95873,13.843,0.028,14.127,0.034,13.995,0.042,II,HII-region,,,19.526,0.032,17.567,0.005,16.16,0.01,16.46,0.0,15.7,0.01,14.586,14.127,13.995,0.027,0.034,0.042
J054019.08+310533.3,85.079529,31.092597,13.149,0.026,13.594,0.027,13.376,0.035,II,HII-region,,,19.267,0.026,17.137,0.005,15.69,0.01,15.97,0.0,15.16,0.0,13.961,13.594,13.376,0.026,0.027,0.035
J053910.41+310453.2,84.793403,31.081465,13.573,0.027,13.99,0.037,13.765,0.041,II,HII-region,,,19.204,0.025,17.168,0.005,15.96,0.01,16.25,0.01,15.5,0.01,14.349,13.99,13.765,0.027,0.037,0.041
J054035.91+291137.7,85.14963,29.193814,12.467,0.024,12.69,0.023,12.547,0.022,II,HII-region,,,16.991,0.011,15.458,0.007,13.92,0.0,14.06,0.0,13.61,0.0,12.894,12.69,12.547,0.021,0.023,0.022
J054136.24+305230.7,85.401036,30.875222,13.24,0.026,13.485,0.032,13.44,0.034,II,HII-region,,,17.732,0.012,16.147,0.004,15.05,0.0,15.32,0.0,14.71,0.0,13.869,13.485,13.44,0.025,0.032,0.034
J054057.32+304909.3,85.238853,30.81927,13.027,0.025,13.259,0.028,13.103,0.03,II,HII-region,,,17.049,0.009,15.619,0.004,14.6,0.0,14.87,0.0,14.33,0.0,13.546,13.259,13.103,0.024,0.028,0.03
J054139.38+302648.3,85.414086,30.446773,11.945,0.024,12.235,0.022,12.05,0.02,II,HII-region,,,17.045,0.008,15.073,0.004,13.98,0.0,14.24,0.0,13.55,0.0,12.567,12.235,12.05,0.021,0.022,0.02
J054016.83+302105.7,85.070164,30.351599,13.844,0.028,14.071,0.041,13.833,0.042,II,HII-region,,,17.926,0.012,16.194,0.004,15.43,0.0,15.57,0.0,15.1,0.0,14.293,14.071,13.833,0.029,0.041,0.042
J053909.45+303905.1,84.789382,30.651424,12.403,0.025,12.74,0.021,12.532,0.025,II,HII-region,,,17.924,0.013,16.207,0.004,14.84,0.0,15.14,0.0,14.36,0.0,13.105,12.74,12.532,0.023,0.021,0.025
J054200.65+304008.6,85.502713,30.669069,13.491,0.026,13.573,0.027,13.529,0.037,II,HII-region,,,17.983,0.012,16.197,0.004,15.19,0.0,15.4,0.0,14.82,0.0,13.877,13.573,13.529,0.025,0.027,0.037
J054038.87+310949.7,85.161972,31.163818,13.773,0.029,14.287,0.042,14.044,0.054,II,HII-region,,,20.76,0.067,18.494,0.007,16.89,0.01,17.17,0.01,16.21,0.01,14.735,14.287,14.044,0.035,0.042,0.054
J053941.93+303323.1,84.924735,30.556423,14.344,0.033,14.861,0.051,14.498,0.073,II,HII-region,,,19.66,0.036,17.849,0.006,16.59,0.01,16.85,0.0,16.14,0.01,15.159,14.861,14.498,0.038,0.051,0.073
J053925.99+303117.7,84.858301,30.521584,13.409,0.026,13.855,0.037,13.697,0.043,II,HII-region,,,19.391,0.03,17.284,0.005,15.95,0.01,16.21,0.01,15.44,0.01,14.3,13.855,13.697,0.035,0.037,0.043
J053951.85+303629.3,84.966077,30.608162,14.217,0.032,14.486,0.04,14.248,0.059,II,HII-region,,,19.627,0.035,17.57,0.005,16.35,0.01,16.58,0.0,15.85,0.01,14.832,14.486,14.248,0.033,0.04,0.059
J055449.29+210630.8,88.705379,21.108559,12.771,0.026,12.906,0.027,12.865,0.028,II,HII-region,,,15.537,0.004,14.08,0.003,13.77,0.0,13.89,0.0,13.61,0.0,13.055,12.906,12.865,0.023,0.027,0.028
J055311.65+205118.9,88.298564,20.85526,15.098,0.042,15.616,0.089,15.226,0.131,II,HII-region,,,19.477,0.03,17.747,0.005,16.96,0.01,17.09,0.0,16.63,0.01,15.835,15.616,15.226,0.062,0.089,0.131
J055448.31+205343.2,88.701311,20.895335,14.965,0.04,15.094,0.068,14.868,0.103,II,HII-region,,,18.608,0.017,17.001,0.005,16.35,0.01,16.51,0.0,16.05,0.01,15.434,15.094,14.868,0.047,0.068,0.103
J055442.00+204504.6,88.675021,20.75128,15.584,0.053,15.529,0.101,15.464,0.172,II,HII-region,,,19.249,0.025,17.618,0.005,16.88,0.01,17.06,0.0,16.61,0.01,15.883,15.529,15.464,0.069,0.101,0.172
J055549.08+204649.8,88.954516,20.780507,14.024,0.029,14.318,0.033,14.103,0.046,II,HII-region,,,18.312,0.014,16.567,0.004,15.77,0.01,15.98,0.0,15.45,0.01,14.567,14.318,14.103,0.029,0.033,0.046
J055704.07+205239.1,89.266987,20.877546,14.277,0.032,14.899,0.06,14.834,0.092,II,HII-region,,,19.59,0.03,17.668,0.005,16.51,0.01,16.75,0.0,16.13,0.01,15.283,14.899,14.834,0.037,0.06,0.092
J055601.91+211035.2,89.00797,21.176452,14.512,0.032,14.71,0.046,14.652,0.079,II,HII-region,,,18.559,0.017,16.827,0.005,16.05,0.01,16.22,0.0,15.74,0.01,14.901,14.71,14.652,0.032,0.046,0.079
J055643.50+210041.0,89.181275,21.01139,14.862,0.04,15.147,0.06,14.955,0.1,II,HII-region,,,19.721,0.034,17.767,0.005,16.85,0.01,17.05,0.01,16.43,0.01,15.418,15.147,14.955,0.043,0.06,0.1
J055700.42+210651.7,89.251752,21.114373,14.852,0.04,15.117,0.068,14.924,0.096,II,HII-region,,,19.061,0.022,17.431,0.005,16.62,0.01,16.8,0.0,16.29,0.01,15.375,15.117,14.924,0.041,0.068,0.096
J055656.70+205908.8,89.236272,20.98578,,,,,,,II,HII-region,,,19.625,0.032,17.87,0.006,17.06,0.01,17.25,0.01,16.68,0.01,15.74,15.198,15.126,0.053,0.073,0.125
J055508.80+211309.0,88.786704,21.219183,,,,,,,II,HII-region,,,19.278,0.026,17.702,0.005,16.7,0.01,16.97,0.0,16.42,0.01,15.451,15.195,14.808,0.043,0.071,0.092
J055358.97+211347.6,88.495746,21.229912,,,,,,,II,HII-region,,,19.671,0.032,18.037,0.006,16.95,0.01,17.23,0.01,16.6,0.01,15.763,15.433,15.316,0.053,0.082,0.147
J055332.65+205456.0,88.386069,20.915558,,,,,,,II,HII-region,,,19.501,0.03,17.635,0.005,16.96,0.01,17.07,0.0,16.58,0.01,15.799,15.653,15.197,0.053,0.109,0.13
J055358.77+211044.4,88.494901,21.179001,14.951,0.037,15.033,0.058,14.772,0.079,II,HII-region,,,18.303,0.015,16.634,0.004,16.08,0.01,16.2,0.0,15.78,0.01,15.102,15.033,14.772,0.034,0.058,0.079
J055304.57+210012.9,88.269077,21.003584,,,,,,,II,HII-region,,,18.349,0.015,16.699,0.004,16.23,0.01,16.33,0.0,15.93,0.01,15.301,15.137,14.939,0.043,0.063,0.104
J055323.45+205953.3,88.347717,20.998146,,,,,,,II,HII-region,,,18.732,0.019,17.271,0.005,16.8,0.01,16.89,0.0,16.54,0.01,16.087,15.886,15.581,0.076,0.135,
J054629.91+212929.9,86.624649,21.491653,15.329,0.043,15.583,0.127,15.43,0.183,II,HII-region,,,18.991,0.022,17.47,0.005,16.76,0.01,16.95,0.0,16.53,0.01,15.849,15.583,15.43,0.068,0.127,0.183
J053613.79+284457.9,84.057489,28.749423,13.028,0.026,13.362,0.026,13.162,0.024,II,HII-region,,,18.266,0.014,16.268,0.004,15.25,0.0,15.44,0.0,14.77,0.0,13.658,13.362,13.162,0.023,0.026,0.024
J055618.08+205337.8,89.07536,20.893858,12.529,0.024,12.745,0.021,12.614,0.022,II,HII-region,,,16.71,0.007,14.949,0.003,14.06,0.0,14.26,0.0,13.79,0.0,13.007,12.745,12.614,0.023,0.021,0.022
J055532.56+211543.7,88.885697,21.262139,13.497,0.026,13.691,0.023,13.523,0.036,II,HII-region,,,17.608,0.01,15.933,0.003,15.1,0.0,15.32,0.0,14.84,0.0,13.954,13.691,13.523,0.021,0.023,0.036
J055716.09+210044.4,89.317057,21.012345,13.922,0.028,14.3,0.054,14.066,0.053,II,HII-region,,,18.403,0.015,16.721,0.004,15.85,0.01,16.02,0.0,15.49,0.01,14.577,14.3,14.066,0.032,0.054,0.053
J054636.42+214249.5,86.65178,21.713765,14.455,0.031,14.554,0.049,14.33,0.059,II,HII-region,,,17.551,0.01,16.061,0.004,15.46,0.0,15.62,0.0,15.28,0.0,14.764,14.554,14.33,0.033,0.049,0.059
J054511.57+213105.0,86.298235,21.518072,14.416,0.031,14.531,0.054,14.395,0.071,II,HII-region,,,17.389,0.009,15.99,0.004,15.41,0.01,15.54,0.0,15.26,0.0,14.713,14.531,14.395,0.032,0.054,0.071
J055333.59+204249.6,88.389985,20.713792,14.835,0.037,14.952,0.065,14.832,0.093,II,HII-region,,,18.332,0.014,16.748,0.004,16.06,0.01,16.23,0.0,15.75,0.01,15.124,14.952,14.832,0.04,0.065,0.093
J055256.24+204855.5,88.234335,20.815436,14.56,0.033,14.878,0.045,14.724,0.091,II,HII-region,,,17.918,0.012,16.605,0.004,15.98,0.01,16.18,0.0,15.73,0.01,15.066,14.878,14.724,0.039,0.045,0.091
J055338.61+204707.3,88.410885,20.785387,,,,,,,II,HII-region,,,19.205,0.023,17.577,0.005,17.01,0.01,17.11,0.0,16.72,0.01,16.234,15.951,15.891,0.069,0.142,0.243
J055341.48+210013.1,88.422835,21.003639,14.714,0.035,14.769,0.045,14.85,0.09,II,HII-region,,,18.747,0.019,17.023,0.004,16.28,0.01,16.44,0.0,15.94,0.01,15.108,14.769,14.85,0.04,0.045,0.09
J055451.89+203605.7,88.716245,20.601607,15.465,0.051,15.541,0.085,15.079,0.122,II,HII-region,,,19.793,0.035,17.993,0.006,17.08,0.01,17.3,0.01,16.69,0.01,15.884,15.541,15.079,0.057,0.085,0.122
J055550.63+204510.1,88.960996,20.752806,15.313,0.046,15.34,0.074,14.979,0.097,II,HII-region,,,19.598,0.031,17.908,0.006,16.92,0.01,17.19,0.01,16.57,0.01,15.702,15.34,14.979,0.056,0.074,0.097
J055533.93+205131.3,88.891403,20.858719,,,,,,,II,HII-region,,,19.744,0.035,17.8,0.006,16.66,0.01,16.98,0.0,16.33,0.01,15.335,14.979,14.657,0.038,0.059,0.091
J055444.52+204837.4,88.685521,20.810406,15.633,0.054,15.403,0.093,15.532,0.171,II,HII-region,,,19.413,0.026,17.72,0.006,16.89,0.01,17.08,0.0,16.58,0.01,15.738,15.403,15.532,0.054,0.093,0.171
J054552.17+211939.4,86.467398,21.327615,,,,,,,II,HII-region,,,19.968,0.037,17.983,0.006,16.96,0.01,17.16,0.01,16.65,0.01,15.875,15.618,15.342,0.061,0.12,0.138
J055541.00+211525.8,88.920865,21.257167,15.254,0.043,15.248,0.086,14.898,0.099,II,HII-region,,,18.51,0.017,17.211,0.004,16.52,0.01,16.72,0.0,16.3,0.01,15.478,15.248,14.898,0.046,0.086,0.099
J055450.62+211412.0,88.71094,21.236688,14.267,0.032,14.508,0.037,14.421,0.056,II,HII-region,,,18.573,0.017,16.746,0.004,16.01,0.01,16.2,0.0,15.69,0.01,14.814,14.508,14.421,0.033,0.037,0.056
J055412.56+211830.6,88.552349,21.308513,15.088,0.042,15.246,0.064,15.029,0.104,II,HII-region,,,19.028,0.022,17.262,0.005,16.55,0.01,16.71,0.0,16.25,0.01,15.528,15.246,15.029,0.048,0.064,0.104
J055349.17+210900.7,88.454878,21.150202,14.824,0.036,15.121,0.06,15.2,0.131,II,HII-region,,,18.172,0.014,16.657,0.004,16.13,0.01,16.23,0.0,15.83,0.01,15.212,15.121,15.2,0.04,0.06,0.131
J055411.88+210240.5,88.549528,21.044588,15.271,0.042,15.515,0.085,15.466,0.165,II,HII-region,,,19.513,0.03,17.749,0.005,17.05,0.01,17.21,0.0,16.73,0.01,15.784,15.515,15.466,0.055,0.085,0.165
J055312.01+210108.4,88.300072,21.019009,,,,,,,II,HII-region,,,19.596,0.032,17.889,0.006,16.92,0.01,17.15,0.0,16.59,0.01,15.8,15.322,15.109,0.055,0.076,0.116
J055652.74+211216.3,89.219763,21.204539,,,,,,,II,HII-region,,,20.177,0.044,18.191,0.007,17.13,0.01,17.35,0.01,16.69,0.01,15.403,15.119,15.034,0.073,0.088,0.126
J055658.16+210136.7,89.242355,21.02688,15.594,0.054,15.848,0.121,15.663,0.174,II,HII-region,,,20.011,0.041,18.256,0.007,17.41,0.02,17.58,0.01,16.99,0.01,15.944,15.848,15.663,0.077,0.121,0.174
J054639.06+214456.9,86.662778,21.749147,14.434,0.032,14.652,0.063,14.637,0.084,II,HII-region,,,19.058,0.022,17.327,0.005,16.24,0.01,16.49,0.0,15.93,0.01,15.051,14.652,14.637,0.042,0.063,0.084
J054544.93+215420.8,86.437237,21.905787,15.241,0.05,15.607,0.131,15.772,0.217,II,HII-region,,,19.244,0.026,17.561,0.005,16.94,0.01,17.04,0.0,16.67,0.01,15.938,15.607,15.772,0.072,0.131,0.217
J054529.59+213607.7,86.373304,21.602149,15.521,0.052,15.525,0.12,15.394,0.159,II,HII-region,,,19.393,0.027,17.654,0.006,16.92,0.01,17.07,0.01,16.65,0.01,15.952,15.525,15.394,0.071,0.12,0.159
J054522.18+213955.2,86.342442,21.665351,14.615,0.034,15.426,0.113,15.172,0.125,II,HII-region,,,19.785,0.035,18.184,0.007,17.03,0.01,17.33,0.01,16.71,0.01,15.772,15.426,15.172,0.057,0.113,0.125
J054623.52+213539.6,86.598025,21.594352,15.867,0.062,15.864,0.162,15.577,,II,HII-region,,,19.83,0.037,18.069,0.006,17.24,0.01,17.43,0.01,16.96,0.01,16.055,15.864,15.577,0.077,0.162,
J054603.26+214223.0,86.513597,21.70641,14.664,0.037,14.833,0.075,14.746,0.089,II,HII-region,,,19.246,0.024,17.488,0.005,16.43,0.01,16.69,0.0,16.1,0.01,15.214,14.833,14.746,0.042,0.075,0.089
J054628.51+212656.7,86.618826,21.449099,14.524,0.032,14.633,0.051,14.681,0.087,II,HII-region,,,18.772,0.018,17.044,0.005,16.13,0.01,16.36,0.0,15.83,0.01,15.057,14.633,14.681,0.046,0.051,0.087
